berita,tagging
"Dedi Mulyadi Menghamili Siswi MtsBupati Purwakarta yang kini menjadi Calon Wakil Gubernur Jawa Barat, Dedi Mulyadi pernah membantah informasi yang mengatakan dirinya menghamili siswi Mts. Yang sebenarnya terjadi kata Dedi adalah Ia menjadi saksi nikah dari seorang anak tokoh masyarakat Sumedang yang tengah hamil dengan yang menghamilinya.",Hoax
"DI TUDUH CURI MEDALI MILIK BAMBANG PAMUNGKAS, MUHAMMAD YUSUF BUKA SUARAMantan Ketua Umum Jakmania, Larico Ranggamone : “Soal yang ramai medali Bepe hilang ditunjukkan kepada M Yusuf ini, itu medali palsu didapat dari tantenya dari PSSI. Itu beda dari medali yang didapat tim Persija,”.",Hoax
"Malam Nanti Jam 3:25 Pagi Bulan Akan Mengelilingi KabahMalam nanti jam 3:25 pagi bulan akan mengelilingi Ka’bah dan langit akan berwarna biru muda, inilah sa’at penerima’an doa,taubat,munajat,ini​ *terjadi setiap 100 ribu tahun sekali,
 *Hari ini di malam hari siapa pun yang berdo’a akan diterima. Bulan akan melakukan Tawaaf di sekitar Ka’bah.
 Tolong sampaikan ini kepada semua orang. *Rabbi minkulli zambi wa’atubu illiahi.. , jika kamu mengirim doa ini ke temanmu, Allah akan menyelesaikan semua masalahmu.
 Tolong kirimkan ini ke Setiap orang dekat Kita sehingga mereka bisa mengetahui .. ..
 semoga bermanfaat Aamiin",Hoax
"PENDAFTARAN PESERTA UJI NYALI MASIH DUNIA LAIN TRANS 7 DI PABRIK MERCONPENDAFTARAN PESERTA ACARA UJI NYALI “MASIH DUNIA LAIN” TELEVISI TRANS 7 :
Buat para spookiers yang pengen ikutan uji nyali, langsung kirim data melalui email, data yang perlu diisi adalah;
Nama :
Umur :
Alamat :
Pekerjaan :
Motivasi ikut uji nyali :
No Telp :",Hoax
"Kartu SIM XL, Indosat, Smarfren, dan Telkomsel Disadap Badan Intelijen ASKemenkominfo melalui Badan Regulasi Telekomunikasi Indonesia (BRTI) menyatakan telah menerima laporan investigasi operator seluler terkait dugaan penyadapan pada kartu SIM buatan Gemalto ( Hutchinson 3, XL Axiata, Indosat, Telkomsel) oleh badan intelijen AS, National Security Agency (NSA) dan Government Communication Headquarter (GCHQ).",Hoax
Rombongan Anies-Sandi Ditilang dan Tak Miliki Izin Patwal di Puncak BogorRombongan Anies-Sandi Ditilang dan Tak Miliki Izin Patwal di Puncak Bogor,Hoax
"Foto John Kei yang Sudah DisuntingBismillah,
 Hari ini team Mualaf Center Darussalam diwakili Harsha Agousta Brahma Sadewa dan ibu Jenderal Lisze Dewi Purnamawati berangkat ke LP. Batu Nusakambangan Cilacap memastikan niat John Kei masuk Islam..
 Sebelum memutuskan masuk Islam John Kei alias John Refra pemuda asal Tutrean, Pulau Kei pernah di juluki sebagai Godfather of Jakarta..",Hoax
"Pengoperasionalan Kereta BandaraBuat teman2 yang ada kunjungan ke Jakarta, sejak 17 Agustus 2017 sudah ada transportasi kereta api dari bandara Soekarno-Hatta..?",Valid
Tusuk Gigi Sebarkan HIV AIDSTusuk Gigi Sebarkan HIV AIDS,Valid
Pelaku Bom Kampung Melayu adalah Anggota PolisiPelaku Bom Kampung Melayu adalah Anggota Polisi,Hoax
: Pembubabaran Pengajian Ustad Khalid Basalamah Oleh Banser NUPembubabaran Pengajian Ustad Khalid Basalamah Oleh Banser NU,Hoax
Foto Helikopter-Tank Pertama di Dunia Buatan Turki dan PakistanFoto Helikopter-Tank Pertama di Dunia Buatan Turki dan Pakistan,Hoax
"Es Krim Merek AICE Bosnya Orang Cina dan Bahannya Kimia SemuaSiang tadi sy mampir di distributor es krim merk _*Aice*_ yg sedang marak penetrasi bisnisnya yg terletak di selatan tugu lilin makam haji, melihat banyak spanduk bertulisan china iseng2 sy tanya penjaga counter yg didepan pinggir jln, bos nya orang mana mba jakarta atau solo, dijawab : “orang china”, lho kok tau kalau org china apa sdh pernah ketemu? Tris dia nunjuk disebuah mobil avanza putih, itu bosnya di dlm mobil itu, ngomongnya aja pake bhs china , dia asli datang dari china ..katanya. Penasaran sy tunggu si bos keluar dari mobil, betul ternyata chino!!",Hoax
Video yang menunjukkan anak Muslim yang disiksa oleh Budha di MyanmarVideo yang menunjukkan anak ‘Muslim’ yang disiksa oleh ‘Budha’ di Myanmar,Hoax
Foto Kerusuhan Demo Anti Trump di Amerika SerikatFoto Kerusuhan Demo Anti Trump di Amerika Serikat,Hoax
"bentrok antar ormas Gerakan Jaga Indonesia dengan FPI, LPI dan HTI di Kota Bandung pada 27 Juli 2020Aksi demo yang tanpa tujuan di depan Gedung DPR-MPR yang di lakukan 50 orang simpatisan PDI-P di komandoi oleh Boedi Djarot dkk, yang menginjak-injak, merobek, dan membakar Poster Habib Rizieq Syihab, ternyata berbuntut panjang. Di kota bandung terjadi Bentrok antara Ormas Gerakan Jaga Indonesia ( GJI-PDI-P ) dengan Ormas-ormas Islam FPI, HTI, LPI, pembela dan penjaga Pancasila, Nkri dan Ulama. Akibatnya 7 orang anggota ormasa Gerakan Jaga Indonesia & PDI-P mati kena sabetan pedang Lasykar FPI, dari pihak HTI 1 orang mengalami luka sabetan di bahu. Bukan itu saja Bentrokan pun meluas hingga terjadi Kebakaran beberapa pertokoan yang berdekatan dengan Markas PDI-P, karena lemparan Bom Molotov. Aparat Polisi pun tidak berani ke Tkp",Hoax
Video Kecelakaan Maut Di Air Terjun Uluk Til Belu NTTKecelakaan Maut Di Air Terjun Uluk Til Belu NTT,Hoax
"Aliran Komunis & Gerakan PKI Bangkit Lewat PDIP“Lebih jauh, Prijanto mengatakan, istilah petugas partai yang disampaikan Ketua Umum PDIP Megawati Soekarnoputri kepada Jokowi juga dinilai modus komunisme. Sebab, istilah petugas partai mirip dengan pekerja partai yang pernah dikatakan tokoh PKI DN Aidit.",Hoax
Gubernur Jakarta Anies Baswedan mendapat penghargaan terbaik di seluruh dunia dalam penanganan COVID-19GUBERNUR JAKARTA ANIES BASWEDAN MENDAPAT PENGHARGAAN TERBAIK DI SELURUH DUNIA DALAM PENANGANAN COVID-19,Hoax
"masyarakat New Zealand belajar WudhuKabar Terbaru dari NEW ZEALAND Subhanallah,,,, masyarakat New Zealand pd belajar Wudhu. Dan Kumpul di Lapangan. Mereka Mulai Belajar dan Mendalami Islam Kalau Allah Sudah Berkehendak,, ! Semua bisa terjadi. Allahu Akbar !!! Sungguh Allah Maha Pembolak Balik Hati Manusia",Hoax
Sejumlah Polisi India Telah Tiba Di IndonesiaKabar Terkini.. Sejumlah Polisi India Telah Tiba Di Indonesia Untuk menertibkan Masyarakat yg tdk mau tinggal di rumah..Siapkan Pantat dan Minyak Gosok.,Hoax
Pasukan Tentara Membantu Melawan Virus Corona di New YorkMilitary vehicles arrived in Manhattan.NEW YORK WUHAN CORONAVIRUS,Hoax
"Video KELUYURAN DILUAR RUMAH? DI MALAYSIA DITEMBAK API PAKAI DRONEKELUYURAN DILUAR RUMAH…??
 DI MALAYSIA DITEMBAK API PAKAI DRONE….",Hoax
"Antisipasi Corona, Seluruh BUMN DKI DitutupANTISIPASI CORONA, SELURUH BUMN DKI DITUTUP",Hoax
Jokowi Halal DilengserkanManusia yg gk punya nilai dn kuwalitas gk pantas mnjdi apapun di negeri ini..,Hoax
"Sandiwara Dagelan koplax, di perskusi sendiri,di viralkan sendiri,di laporkan sendiri, minta maaf dan memaafkan sendiriSandiwara Dagelan koplax, di perskusi sendiri,di viralkan sendiri,di laporkan sendiri, minta maaf dan memaafkan sendiri? Sakit jiwa kali yang beginian ya?",Hoax
"Beredar Surat Rekrutmen Satpol PP, Kepala Satpol PP dan Damkar Sintang Angkat BicaraKepala Satpol PP dan Damkar, Martin Nandung: “Gak jelas sumber dan tidak ada penanggungjawab. Ndak ada cap dan tanda tangan,",Hoax
"Ketua KPU Imbau Masyarakat Hormati Hasil Pemilu Walau Banyak KecuranganKetua KPU Imbau Masyarakat Hormati Hasil Pemilu Walau Banyak Kecurangan,",Hoax
"Universitas Brawijaya dan UMM Bantah Liburkan Perkuliahan karena Ada Aksi MahasiswaHoaks, mbak. Kegiatan belajar normal, kegiatan kampus juga normal",Hoax
"Luthfi Abdul Hadi Meminta Maaf kepada Kiai Said Aqil SirojAkhirnya Gus Ipul wakil Gubernur jatim turun tangan menyelesaikan FITNAH yg di tuduhkan kepada ketum PBNU PROF DR KH Said Aqil Siroj.
 Semoga para tukang fitnah tidak kejang2 …",Hoax
Asosiasi Guru Bahasa dan Sastra Indonesia Kecam Anies BaswedanAsosiasi Guru Bahasa dan Sastra Indonesia Kecam Anies Baswedan Lihai Tata Kata untuk Bodohi Warga Jakarta,Hoax
"Khoirul Anwar Penemu 4G LTEKhoirul Anwar dianggap gila. Ditertawakan. Bahkan dicemooh. Idenya dianggap muskil. Tak masuk akal. Semua ilmuwan yang berkumpul di Hokkaido, Jepang, itu menganggap pemikiran yang dipresentasikan itu tak berguna. …",Hoax
"Syukuran Jokowi 2 pSyukuran Jokowi 2 p,, tnp kamera ,bawa bekal sendiri, kompak,, salam Jokowi",Hoax
Video Polisi Tembak Saksi Saat Rekap Pleno KPUPolisi menembak saksi yang tidak trima rekap pleno KPU,Hoax
"Penjelasan KPU Gowa terkait Baliho Surat Suara yang Tidak Mencantumkan Foto Capres-Cawapres Prabowo-SandiHari ini
Pemasangan baliho contoh surat suara Pilpres 
oleh KPU
Di Kec Bontonompo Kab Gowa
Mana foto capres cawapres 02?
Luar Biasa KPU Gowa
Kalian sudah mencederai demokrasi",Valid
"Masukan Persatuan Tunanetra Indonesia Terkait Braile Surat Suara di Jakarta 80% Salah SemuaInfo dari Pertuni

Ini masukan aja tadi dari Pertuni (persatuan tunanetra Indonesia) yg di Jkt ngecek surat suara yg braile ke KPU ternyata hampir 80% salah semua",Hoax
"Kementan Bantah Siluet Wajah yang Ada Dibungkus Plastik Bertuliskan Beras Segar dan Toko Tani Indonesia ialah Presiden Jokowi“Gambar atau foto yang tertera pada kemasan beras Toko Tani Indonesia adalah bukan foto Presiden RI Bapak Jokowi. Itu foto model staf Kementan di Biro Umum dan Pengadaan Kementan, Mas Agus Faizal,” kata Kepala Biro Humas dan Informasi Publik Kementan, Kuntoro Boga Andri, Selasa (25/9).",Valid
"Dinkes Aceh Membantah Atas Isu Pelajar Lumpuh Setelah Vaksin MR“Itu secara kebetulan. Tidak berhubungan dengan imunisasi. Ini penyakit sendiri bukan efek dari vaksin MR,” ujarnya.",Valid
"Hasil Scanning Port BolongKPU harusnya punya server sendiri. Ini bawa2 ITB, Moratel.. Gimana pemilu berikutnya…",Hoax
REKRUTMEN PT PINDADSehubungan dengan rekrutmen calon karyawan pada pt pindad untuk wilayah kerja meliputi Region Sulawesi,Hoax
: Maradona Bantah Kabar Dirinya Meninggal Usai Laga Argentina vs Nigeria Pada Piala Dunia 2018: Maradona Bantah Kabar Dirinya Meninggal Usai Laga Argentina vs Nigeria Pada Piala Dunia 2018,Valid
"Mark Zuckerberg, CEO Facebook, Menemukan Kata BFFTest FB tmn2 disini……
 
 Mark Zuckerberg, CEO Facebook, menemukan kata BFF, untuk memastikan akun anda aman di facebook. Ketik Bff di komentar,
 Jika terlihat hijau, akun anda dilindungi.
 Jika tidak muncul dalam warna hijau, ubah kata sandi anda segera karena mungkin diretas oleh seseorang.
 # Copied",Hoax
"Penjelasan Terkait Berita Muslim Cyber Army yang Tidak Sesuai StandarBerdasarkan peninjauan internal redaksi, ditemukan fakta bahwa editor terburu-buru dalam mengunggah artikel tersebut. Sehingga, mengabaikan standar yang ditentukan terutama terkait dengan cover bothside. Termasuk, untuk selektif dalam mencari narasumber karena telah menjadikan akun anonim sebagai rujukan utama.",Valid
"Teror Kiai di Ponpes Kediri Hoax, Ini Cerita SebenarnyaTeror Kiai di Ponpes Kediri Hoax, Ini Cerita Sebenarnya",Valid
"Penganiayaan Ulama di BogorUtk Kesekian kalinya terjadi Penganiayaan thdp Ulama2 di JaBar…😖😢
 Hr ini Ulama Bogor, Ust.sulaiman dibacok orang gila di bogor…😤
 Umat ISLAM Rapatkan Barisan.. Always Waspada…💪🏻💪🏻💪🏻
 #Waspada
 #SaveUlama
 #HasbunallahWanimalWakiiil…🙏😭",Valid
Bahaya Makan Rambutan Sambil Minum Teh Manis Sebabkan Penyumbatan Saluran PernapasanBahaya Makan Rambutan Sambil Minum Teh Manis Sebabkan Penyumbatan Saluran Pernapasan,Valid
"Jalan Slamet Riyadi Kota Solo Tergenang BanjirWali Kota Solo FX Hadi Rudyatmo geram dengan informasi hoax terkait banjir di Jalan Slamet Riyadi, Solo.",Hoax
"Mahalnya Biaya Sekolah Pelayaran3 Tahun sekolah pelayaran
Udah bayarnya mahal setiap hari dididik militer sakit hati sakit badan.”.",Hoax
Video Peserta Aksi 411 Merusak TokoSisa Video Pendemo yang menjarah warung di Jakarta 4 November semalam. Di share biar tahu kelakuannya!,Hoax
51% Saham Taxi Express Sudah Dimiliki oleh Sandiaga UnoKepemilikan 51% saham Taxi Express oleh pengusaha dan bakal cagub Sandiaga Uno,Hoax
"Mesin Mobil Sering Mati Di Atas Rel Kereta Api[…] MENGAPA MESIN MOBIL SERING MATI DI ATAS PERLINTASAN REL KERETA API
 
 Org awam terkadang mengira hal ini di sbbkan krn perlintasan tsb angker/kurang sajen dan kemenyan/ada demit dll",Hoax
Indonesia Gagal Wujudkan Swasembada PanganPemerintah rencana impor beras 1 juta ton = Indonesia gagal swasembada,Valid
Media Tidak Menyiarkan Demo RUU HIPMasih kah percaya dengan TV…tidak ada satupunmedia TV menyiarkan Demo tolak UU HIP…… .terutama orang desa yang jauh dari jangkauan mereka hanya percaya sama TV. Padahal TV sudah di boking rezim yang berkuasa…ayo rakyat bukakan mata dan pikiran..ISU COVID 19. Hanya pengalihan…ini bentuk pembodohan SDM..,Hoax
"PEMBAKAR BENDERA PDI-P TERNYATA ADALAH ANGGOTA SIMPATISAN PDI-P SENDIRIBawa sendiri, Bakar sendiri, Lapor sendiri. Memang Pki tukang Nyusup Licik. Pengalihan tolak RUU HIP-Pki. Kpd Umat Kristiani jgn terhasut Pki yg suka Fitnah & adu domba. Apalagi mendukung & membela Pki. Itu dosa besar, karena Pki tdk percaya Yesus Kristus & agama.Pki & antek2-nya serta pendukung tempatnya adalah Kerak Neraka.",Hoax
"Minggu 21 Juni 2020 Baim Wong Rilis Hadiah Buat 500 Orang PemenangMinggu, 21 Juni 2020 BUAT 500 ORANG PEMENANG Rilis Hadiah!",Hoax
"Panggilan Seleksi Rekrutmen Pertamina Tanggal 7-8 Juni 2020Surat bernomor 20198/HRD/PT Pertamina Persero/VI/2020 perihal panggilan seleksi rekrutmen karyawan (i). Dalam surat disebutkan lokasi seleksi rekrutmen di Gedung Perwira 2 Lantai 1 Jl. Medan Merdeka Timur 1A, Jakarta Pusat.",Hoax
Tidak ada sama sekali Ucapan bela sungkawa Presiden kepada dr dan team medis yg berguguran dimedan Covid-19Mana Ucapan bela sungkawa Presiden kepada dr dan team medis yg berguguran dimedan Covid-19. Tidak ada sama sekali.,Hoax
Video Gereja minta di azankan corona ga aktif bila di dengarkan azanGereja minta di azankan..mrk yakin krn berdasarkan riset corona ga aktif bila di dengarkan azan atau Alquran.Mashaallah.,Hoax
Video In America there has been looting everywhere for fear of the corona virusIn America there has been looting everywhere for fear of the corona virus,Hoax
"Pelintiran Konteks Foto APD Hasil Ekspor Korea bertulisan Made IndonesiaBUATAN INDONESIA, PABRIKNYA KORSEL, SALESNYA TIONGKOK, PEMBELINYA INDONESIA 😂 Mumet endasku 😇
 Dalam foto itu, dus terlihat tulisan merek APD. Selain itu, ada tulisan Korea dibawahnya, lalu tulisan berbahasa Inggris yang menunjukkan jumlah dalam satu dus dan warna APD, serta nomor seri. Yang menarik, di bagian bawah terdapat tulisan ‘Made in Indonesia’.",Hoax
"Update Status Terkait Penutupan Beberapa Destinasi Wisata di DIYKita sudah komunikasikan dengan Kementerian BUMN dan sesuai dengan ajakan Presiden Jokowi, bahwa TWC akan berlakukan penutupan bagi pengunjung,",Valid
"Satu pasien virus corona dr Badau otw dirujuk ke rumah sakit rujukan SintangSelamat sore kwn2,
 barusan dpt info dr kwn yg kerja di RS sintang bahwa ada satu pasien virus corona dr Badau saat ini sdg otw dirujuk ke rumah sakit rujukan Sintang, utk kita waspada klu ada yang berkunjung ke RS Anang klupa pakai masker",Hoax
"Cikarang Siaga 3 Virus Corona Karena Sudah 3 Orang Meninggal di Meikartaikarang siaga 3 dengan virus Corona ada kabar untuk daerah Lippo sudah ada yg terserang viirus Corona 3 orang dan meninggal dunia namun kita belum nyelidiki ke TKP…dan himbauan untuk warga CIKARANG dan sekitarnya untuk hari ini dan seterusnya WAJIB MEMAKAI MASKER agar tidak terkena virus Corona….pusat virus Corona ada di sebuah perusahaan besar MEIKARTA, dan sampai saat ini pemerintah blm menindak tegas,, bahkan tdi pagi ada aksi dari para habib seBEKASI meminta pemerintah membasmi virus Corona di BEKASI",Hoax
"Video Mata juling Akibat main game ular yg lgi trending skrang, hati GaeeeesAkibat main game ular” yg lgi trending skrang, hati” Gaeeees",Hoax
"Judul Artikel Percuma Dilaporkan, PDIP Sebut Sukmawati Tidak Bisa Ditahan Karena Dia Orang KuatArtikel tamparan-news[dot]blogspot[dot]com menampilkan artikel dengan judul Percuma Dilaporkan, PDIP Sebut Sukmawati Tidak Bisa Ditahan Karena Dia Orang “Kuat” yang di awal artikel ditulis {MERDEKAIND}.",Hoax
Maskapai penebangan Turki melarikan diri dari tabrakan yang direncanakan oleh teroris dengan tanker bahan bakarMaskapai penebangan Turki melarikan diri dari tabrakan yang direncanakan oleh teroris dengan tanker bahan bakar. Keahlian pilot dan keputusan yang diambilnya dalam sepersekian detik menyelamatkan 380 penumpang. Ini disebut mukjizat. Teroris dan Khilafah harus out dari NKRI,Hoax
"royalty 8 ribu rupiah setiap WABila anda berikhlas hati utk menghilangkan penderitaan anak ini mohon video ini diteruskan kpd siapa saja karena anak ini akan mendapat royalty 8 ribu rupiah setiap WA yg anda kurim. Terimakasih, semoga anda mendapat pahala. Aamiin YRA",Hoax
"Artikel Liputan6.com : Rhoma Irama: Saya Yang Salah, Dulu Saya Bilang Jangan Sentuh Miras Walau Setetes.. Dia Malah NyabuSaya Yang Salah, Dulu Saya Bilang Jangan Sentuh Miras Walau Setetes.. Dia Malah Nyabu",Hoax
"Menpora Imam Nahrawi Mundur Dari JabatannyaINFO

Dari sebelah",Hoax
"Klarifikasi KPU Terkait Pernyataan Ustaz Haikal Hassan Mengenai 13 Juta Pemilih yang GilaMohon maaf, pak @haikal_hassan. Pemilih “gila” itu hoax. Yg benar, sesuai Putusan MK 135/2015 adalah pemilih dg “gangguan jiwa/ingatan”. Gila hanya salah satu jenisnya. Lagipula angkanya juga hoax. Dulu 14 juta. Sekarang didiskon jadi 13 juta. Yg benar hanya 54.295. Demikian",Valid
"15 Kotak Suara DPRD Jambi Dibakar OTKBerita Pagi ini di TV One, Berhubung 02 unggul di Jambi, Kardus KPU dibakar Oleh oknum untuk menghilangkan bukti C1
Sekarang sudah pahamkan kenapa kotak suara dari kardus?",Valid
"Metro TV Memberitakan Penyerang Senator Australia Ternyata Pengagum JokowiApa- apa semua di klaim sm metro tv neh…
Kenal saja kagak ngomong pengagum. Urat malu nya dah putus mereka.
Besok, ganti candi borobudur, menara Eiffel, bahkan air terjun Niagara bakal di klaim si Jae yang bangun",Hoax
"SBY suruh coblos nomor 01 @Jokowi AminWaduh pak SBY kok gitu sih, suruh coblos nomor 01 @Jokowi Amin.
 
 Kasihan kan pak, ada yang akan punah.
 
 #OrangBaikPilihJokowi
 
 #JokowiLagi
 
 #01_IndonesiaMaju”.",Hoax
"Foto Gajah Menolong Anak Singa Dengan Belalainya.Seekor singa melintasi sabana bersama anak nya. Krn panas terik , anaknya nyaris tdk bisa berjalan. ",Hoax
"White Koffie Berbahaya Karena Kandungannya Mudah Terbakar“Waduh ini kopi kesukaan ku 😰😰
 ni stok kopi ku baru beli
 Jadi takut minumnya 😣😣”",Hoax
"A Zambian student in China was beaten to death""A Zambian student in china has been killed by chinese Nationals for dating a Chinese woman”",Hoax
: Surat Panggilan Wawancara Calon Pegawai Bank IndonesiaBelum lama ini beredar di media sosial surat edaran yang mengatasnamakan Bank Indonesia (BI) yang berisi panggilan wawancara calon pegawai BI dapat dipastikan hoaks.,Hoax
"Lapangan Mustika Ratu di Bekasi Dijadikan Tempat Acara Dalam Poster Undangan #2019GantiPresidenPoster yang beredar di media sosial, Relawan Nasional #2019GantiPresiden Kabupaten Bekasi berencana menggelar deklarasi di Lapangan Mustika Ratu, Cibuntu, Kecamatan Cibitung pada Minggu (9/9/2018).",Hoax
Bu Mega aja setuju PKI bangkit masak kalian enggak?Subahanallah …’ Astagfirullah HalAzim…’ Allah Hu Akbar…3 X…! Sudah Begitu Sadis nya Cara Berpikir Politik PDIP untuk Negri ini…???,Hoax
